brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
HTC,Android,15.56,yes,no,13.0,8.0,32.0,4.0,3300.0,160.0,2019.0,497.0,149.32,74.59
HTC,Android,15.24,yes,no,13.0,14.5,128.0,4.0,3930.0,180.0,2019.0,202.0,419.88,233.22875000000005
HTC,Android,15.56,yes,no,13.0,16.0,64.0,4.0,3850.0,170.0,2019.0,493.0,279.06,139.44
Huawei,Android,16.03,yes,yes,10.5,16.0,128.0,4.0,4000.0,192.0,2020.0,91.0,249.73,186.76
Huawei,Android,16.03,yes,yes,10.5,16.0,64.0,4.0,4000.0,182.0,2020.0,299.0,220.53,157.55
Huawei,Android,15.72,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020.0,354.0,259.31,167.86
Huawei,Android,15.72,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020.0,306.0,239.6,155.34
Huawei,Android,20.32,yes,no,5.0,2.0,16.0,4.0,5100.0,240.0,2020.0,231.0,99.31,73.11
Huawei,Android,16.03,yes,yes,10.5,16.0,128.0,4.0,4000.0,189.0,2020.0,205.0,319.15,233.22875000000005
Huawei,Android,22.930000000000003,yes,no,8.0,8.0,64.0,4.0,6675.0,240.0,2020.0,211.0,249.33,185.66
Huawei,Android,22.930000000000003,yes,yes,10.5,16.0,136.0,4.0,4200.0,226.0,2020.0,120.0,523.51125,233.22875000000005
Huawei,Android,21.43,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020.0,161.0,158.88,116.93
Huawei,Android,22.930000000000003,yes,yes,13.0,8.0,128.0,4.0,6675.0,240.0,2020.0,139.0,523.51125,233.22875000000005
Huawei,Android,21.43,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020.0,93.0,141.66,109.56
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4000.0,206.0,2019.0,460.0,290.74,145.44
Huawei,Android,15.88,yes,no,13.0,16.0,128.0,4.0,4200.0,183.0,2019.0,223.0,279.81,209.47
Huawei,Android,22.930000000000003,yes,no,13.0,8.0,128.0,4.0,6675.0,240.0,2019.0,256.0,449.11,233.22875000000005
Huawei,Android,19.37,yes,no,13.0,17.0,64.0,4.0,4000.0,178.0,2019.0,206.0,199.25,147.94
Huawei,Android,15.72,yes,no,13.0,16.0,64.0,4.0,4000.0,163.0,2019.0,488.0,201.69,101.01
Huawei,Android,21.43,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019.0,516.0,150.05,75.03
Huawei,Android,22.930000000000003,yes,yes,13.0,16.0,136.0,4.0,4500.0,198.0,2019.0,289.0,523.51125,233.22875000000005
Huawei,Android,22.930000000000003,yes,yes,13.0,16.0,128.0,4.0,4200.0,196.0,2019.0,477.0,523.51125,233.22875000000005
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4200.0,196.0,2019.0,195.0,523.51125,233.22875000000005
Huawei,Android,19.37,yes,no,13.0,17.0,128.0,4.0,4000.0,178.0,2019.0,244.0,290.12,217.83
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4000.0,163.5,2019.0,376.0,190.62,124.52
Huawei,Android,22.930000000000003,yes,no,13.0,8.0,64.0,4.0,6675.0,240.0,2019.0,205.0,300.3,225.83
Huawei,Android,20.96,yes,no,13.0,8.0,128.0,4.0,6100.0,240.0,2019.0,406.0,349.65,174.79
Huawei,Android,20.96,yes,no,13.0,8.0,64.0,4.0,6100.0,240.0,2019.0,462.0,258.86,129.32
Huawei,Android,21.43,yes,no,13.0,17.0,128.0,4.0,3500.0,171.0,2019.0,333.0,389.65,233.22875000000005
Huawei,Android,21.43,yes,no,13.0,17.0,128.0,4.0,3500.0,171.0,2019.0,284.0,359.79,233.22875000000005
Huawei,Android,15.88,yes,no,13.0,17.0,128.0,4.0,4000.0,178.0,2019.0,202.0,260.59,196.62
Huawei,Android,15.88,yes,no,13.0,16.0,64.0,4.0,4000.0,178.0,2019.0,445.0,280.84,140.5
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019.0,375.0,280.93,183.54
Huawei,Android,10.16,no,no,5.0,2.0,16.0,4.0,1700.0,136.1,2014.0,666.0,110.29,44.14
Huawei,Android,17.78,no,no,3.15,0.3,8.0,4.0,4100.0,240.0,2013.0,819.0,150.89,45.36
Lava,Android,12.7,no,no,5.0,0.3,8.0,4.0,3000.0,147.6,2016.0,819.0,61.13,18.45
Lenovo,Android,22.930000000000003,yes,no,8.0,5.0,32.0,4.0,6675.0,240.0,2020.0,233.0,181.52,139.18
Lenovo,Android,22.930000000000003,no,no,8.0,5.0,64.0,4.0,6675.0,240.0,2019.0,419.0,322.19,161.31
Lenovo,Android,16.67,yes,no,8.0,5.0,16.0,4.0,4000.0,172.0,2019.0,267.0,98.6,60.64
Lenovo,Android,20.32,yes,no,13.0,5.0,16.0,4.0,5100.0,240.0,2019.0,461.0,158.56,79.14
Lenovo,Android,20.32,yes,no,5.0,2.0,16.0,4.0,5000.0,240.0,2019.0,423.0,139.5,69.7
Lenovo,Android,17.78,yes,no,2.0,2.0,32.0,4.0,3590.0,236.0,2019.0,528.0,100.16,50.1
Lenovo,Android,21.43,yes,no,8.0,16.0,64.0,4.0,4000.0,159.0,2019.0,254.0,250.88,180.87
Lenovo,Android,21.43,yes,yes,8.0,17.0,128.0,4.0,4000.0,185.0,2019.0,370.0,400.32,233.22875000000005
Lenovo,Android,15.72,yes,no,8.0,16.0,64.0,4.0,4050.0,164.0,2019.0,482.0,157.98,78.79
Lenovo,Android,22.930000000000003,yes,no,8.0,8.0,16.0,4.0,6675.0,240.0,2016.0,691.0,179.69,71.85
LG,Android,22.930000000000003,yes,no,5.0,16.0,64.0,4.0,4000.0,196.5,2020.0,273.0,270.83,194.55
LG,Android,16.51,yes,no,5.0,13.0,64.0,4.0,4000.0,219.0,2020.0,349.0,200.23,130.38
LG,Others,6.35,yes,no,2.0,13.0,8.0,4.0,1470.0,127.0,2020.0,343.0,150.76,98.76
LG,Android,16.51,yes,yes,5.0,10.0,128.0,4.0,5000.0,218.0,2020.0,352.0,523.51125,233.22875000000005
LG,Android,16.51,yes,yes,5.0,10.0,128.0,4.0,5000.0,213.0,2020.0,142.0,523.51125,233.22875000000005
LG,Android,16.03,yes,no,5.0,13.0,32.0,4.0,4000.0,196.5,2020.0,92.0,240.19,180.52
LG,Android,22.930000000000003,yes,no,8.0,8.0,32.0,4.0,3450.0,170.0,2020.0,166.0,130.41,98.63
LG,Android,22.930000000000003,yes,no,8.0,5.0,32.0,4.0,6675.0,240.0,2019.0,329.0,340.2,221.33
LG,Android,15.88,yes,yes,8.0,17.0,136.0,4.0,4000.0,192.0,2019.0,383.0,523.51125,233.22875000000005
LG,Android,15.88,yes,no,8.0,16.0,64.0,4.0,4000.0,198.0,2019.0,443.0,319.33,159.6
LG,Android,19.84,yes,no,8.0,5.0,16.0,4.0,3000.0,148.0,2019.0,257.0,140.38,100.53
LG,Android,19.84,yes,no,8.0,5.0,16.0,4.0,3000.0,152.0,2019.0,380.0,100.12,65.2
LG,Android,15.4,yes,no,8.0,13.0,32.0,4.0,3500.0,186.0,2019.0,255.0,161.13,119.57
LG,Android,16.03,yes,no,8.0,13.0,32.0,4.0,4000.0,194.0,2019.0,512.0,201.2,100.72
LG,Android,18.73,yes,no,8.0,16.0,64.0,4.0,4050.0,172.0,2019.0,223.0,190.19,143.01
LG,Android,19.37,yes,no,8.0,16.0,32.0,4.0,4000.0,175.0,2019.0,200.0,129.62,96.46
LG,Android,18.26,yes,no,8.0,8.0,32.0,4.0,4000.0,164.0,2019.0,210.0,109.36,80.74
LG,Android,15.56,yes,no,13.0,5.0,32.0,4.0,3500.0,179.0,2019.0,216.0,200.42,151.16
LG,Android,15.56,yes,no,16.0,5.0,64.0,4.0,3300.0,172.0,2018.0,724.0,300.08,120.04
LG,Android,13.49,yes,no,13.0,5.0,16.0,4.0,4500.0,171.0,2018.0,628.0,179.66,71.83
LG,Others,4.529999999999998,yes,no,8.0,5.0,4.0,4.0,700.0,80.0,2015.0,1048.0,319.38,95.82
LG,Android,7.62,no,no,2.0,1.3,4.0,4.0,1540.0,140.45,2014.0,750.0,50.7,20.22
Micromax,Android,10.16,no,no,2.0,0.3,0.5,4.0,1500.0,146.5,2014.0,1016.0,50.74,15.24
Micromax,Android,8.41,no,no,0.3,0.3,0.5,4.0,1500.0,89.0,2014.0,956.0,39.05,11.79
Micromax,Android,22.7,no,no,2.0,0.3,0.2,4.0,2000.0,85.0,2013.0,680.0,69.73,27.8
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,89.0,2013.0,733.0,60.03,23.99
Micromax,Android,8.41,no,no,0.3,0.3,16.0,4.0,2000.0,89.0,2013.0,1029.0,48.63,14.59
Nokia,Android,22.930000000000003,yes,no,0.3,8.0,64.0,4.0,4000.0,200.0,2020.0,310.0,149.14,97.79
Nokia,Android,19.84,yes,no,0.3,5.0,16.0,4.0,3000.0,180.0,2020.0,193.0,60.35,43.54
Nokia,Android,19.84,yes,no,0.3,5.0,16.0,4.0,3000.0,180.0,2020.0,356.0,98.69,64.5
Nokia,Others,5.72,no,no,0.3,5.0,0.005,4.0,1020.0,90.5,2020.0,272.0,29.96,13.1
Nokia,Others,5.72,no,no,0.3,5.0,0.005,4.0,1020.0,91.3,2020.0,288.0,18.38,12.63
Nokia,Android,22.930000000000003,yes,yes,0.3,17.0,64.0,4.0,4500.0,220.0,2020.0,284.0,501.12,233.22875000000005
Nokia,Others,5.72,no,no,0.3,5.0,0.02,4.0,1200.0,88.2,2020.0,266.0,40.41,35.02
Nokia,Others,5.72,yes,no,0.3,8.0,0.02,4.0,1200.0,86.5,2019.0,234.0,39.98,30.8
Nokia,Others,14.76,no,no,0.08,8.0,0.005,4.0,800.0,80.0,2019.0,195.0,19.22,14.37
Nokia,Others,14.76,no,no,5.0,8.0,0.005,4.0,800.0,80.0,2019.0,350.0,11.27,6.55
Oppo,Android,15.88,yes,yes,8.0,17.0,128.0,4.0,4025.0,181.0,2019.0,397.0,440.55,233.22875000000005
Oppo,Android,16.03,yes,no,8.0,8.0,128.0,4.0,4230.0,180.0,2019.0,411.0,150.79,75.45
Oppo,Android,15.88,yes,no,8.0,17.0,128.0,4.0,3600.0,169.5,2019.0,276.0,279.38,200.32
Oppo,Android,15.88,yes,no,8.0,17.0,128.0,4.0,4035.0,186.0,2019.0,205.0,330.52,233.22875000000005
Oppo,Android,22.930000000000003,yes,no,8.0,16.0,128.0,4.0,4020.0,190.0,2019.0,321.0,258.86,168.78
Oppo,Android,16.19,yes,yes,8.0,16.0,136.0,4.0,4065.0,215.0,2019.0,392.0,523.51125,233.22875000000005
Oppo,Android,15.4,yes,no,8.0,5.0,32.0,4.0,4000.0,170.0,2019.0,296.0,100.05,74.85
Oppo,Android,15.56,yes,no,13.0,8.0,32.0,4.0,4230.0,168.0,2018.0,664.0,229.81,91.93
Oppo,Android,10.95,yes,no,8.0,5.0,8.0,4.0,2000.0,135.0,2015.0,1076.0,149.9,44.95
Others,Android,22.7,yes,yes,8.0,17.0,128.0,4.0,4000.0,171.0,2019.0,317.0,523.51125,233.22875000000005
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,4.0,4200.0,240.0,2015.0,909.0,210.23,63.13
Others,Android,15.88,yes,no,2.0,8.0,136.0,4.0,3130.0,141.0,2020.0,135.0,523.51125,233.22875000000005
Others,Android,14.13,yes,no,8.0,8.0,64.0,4.0,3090.0,173.0,2019.0,523.0,209.69,104.91
Others,Android,22.930000000000003,yes,yes,2.0,16.0,128.0,4.0,4500.0,210.0,2020.0,234.0,397.57,233.22875000000005
Others,Android,22.930000000000003,yes,no,8.0,17.0,128.0,4.0,3820.0,192.0,2019.0,414.0,331.04,165.28
Others,Android,17.78,yes,no,2.0,16.0,64.0,4.0,6000.0,220.0,2020.0,135.0,122.19,93.72
Others,Android,16.19,yes,no,2.0,8.0,32.0,4.0,5000.0,206.5,2020.0,153.0,120.44,94.7
Others,Android,16.19,yes,no,2.0,16.0,128.0,4.0,4000.0,203.0,2020.0,125.0,219.9,165.81
Others,Android,13.49,yes,no,2.0,5.0,16.0,4.0,2700.0,153.0,2020.0,123.0,69.86,52.19
Others,Android,12.7,yes,no,2.0,5.0,32.0,4.0,4000.0,234.0,2020.0,220.0,109.88,82.14
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,234.0,2020.0,173.0,80.02,59.78
Others,Android,16.35,yes,no,12.0,16.0,128.0,4.0,5000.0,159.0,2018.0,413.0,298.88,149.44
Vivo,Android,22.22,yes,yes,13.0,17.0,128.0,4.0,4350.0,196.5,2019.0,279.0,422.19,233.22875000000005
Vivo,Android,21.27,yes,no,13.0,16.0,128.0,4.0,4500.0,198.5,2019.0,212.0,328.1,233.22875000000005
Vivo,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,5000.0,193.0,2019.0,188.0,229.35,168.22
Vivo,Android,21.27,yes,no,13.0,17.0,128.0,4.0,4500.0,186.7,2019.0,264.0,330.9,227.75
Vivo,Android,20.8,yes,no,13.0,8.0,64.0,4.0,5000.0,191.5,2019.0,230.0,132.53,101.2
Vivo,Android,21.27,yes,no,13.0,16.0,64.0,4.0,4500.0,198.5,2019.0,259.0,259.75,196.99
Vivo,Android,20.8,yes,no,13.0,8.0,64.0,4.0,5000.0,190.0,2019.0,349.0,140.04,90.78
Vivo,Android,20.8,yes,no,13.0,16.0,128.0,4.0,5000.0,190.5,2019.0,500.0,189.77,94.89
Vivo,Android,22.930000000000003,yes,yes,13.0,16.0,136.0,4.0,4500.0,218.5,2019.0,288.0,523.51125,233.22875000000005
Vivo,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4500.0,217.3,2019.0,391.0,523.51125,233.22875000000005
Vivo,Android,21.75,yes,yes,13.0,12.0,128.0,4.0,4500.0,217.0,2019.0,204.0,500.68,233.22875000000005
Vivo,Android,21.75,yes,no,13.0,12.0,128.0,4.0,4500.0,215.0,2019.0,293.0,409.68,233.22875000000005
Vivo,Android,18.73,yes,no,8.0,5.0,16.0,4.0,4030.0,163.5,2019.0,456.0,88.73,44.33
Vivo,Android,21.27,yes,no,13.0,17.0,128.0,4.0,4500.0,179.0,2019.0,224.0,280.31,207.69
Vivo,Android,21.27,yes,no,13.0,12.0,64.0,4.0,4500.0,198.5,2019.0,451.0,250.5,125.28
Vivo,Android,22.930000000000003,yes,no,13.0,16.0,64.0,4.0,5000.0,204.1,2019.0,338.0,201.29,131.34
Vivo,Android,21.43,yes,no,13.0,16.0,128.0,4.0,3700.0,185.0,2019.0,455.0,309.89,155.07
Vivo,Android,19.37,yes,no,13.0,16.0,64.0,4.0,3260.0,150.0,2019.0,431.0,159.38,79.68
Vivo,Android,20.8,yes,no,13.0,17.0,128.0,4.0,5000.0,190.5,2019.0,334.0,230.56,149.25
Vivo,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,3940.0,189.5,2019.0,415.0,260.24,130.18
Vivo,Android,18.73,yes,no,13.0,5.0,16.0,4.0,4030.0,163.5,2019.0,266.0,100.28,71.64
Vivo,Android,10.95,no,no,5.0,2.0,4.0,4.0,1900.0,130.0,2013.0,931.0,109.93,33.01
Others,Android,14.13,yes,no,8.0,8.0,32.0,4.0,3400.0,145.0,2019.0,407.0,181.16,90.57
Others,Android,22.930000000000003,yes,no,13.0,8.0,16.0,4.0,2920.0,160.0,2019.0,233.0,150.37,115.1
Others,Android,22.930000000000003,yes,no,8.0,5.0,16.0,4.0,4000.0,185.0,2019.0,423.0,81.9,40.99
Others,Android,15.72,yes,no,8.0,16.0,128.0,4.0,4000.0,184.0,2019.0,470.0,251.11,125.75
Others,Android,19.37,yes,no,8.0,8.0,64.0,4.0,4000.0,178.0,2019.0,280.0,180.66,133.13
Xiaomi,Others,14.92,yes,no,12.0,17.0,8.0,4.0,570.0,80.0,2019.0,267.0,148.67,115.8
Xiaomi,Android,22.930000000000003,yes,yes,12.0,17.0,136.0,4.0,4050.0,240.0,2019.0,478.0,523.51125,233.22875000000005
Xiaomi,Android,21.43,yes,no,12.0,17.0,128.0,4.0,4000.0,196.0,2019.0,382.0,498.35,233.22875000000005
Xiaomi,Android,21.43,yes,no,12.0,16.0,128.0,4.0,4000.0,191.0,2019.0,374.0,449.11,233.22875000000005
Xiaomi,Android,15.4,yes,no,12.0,17.0,64.0,4.0,4030.0,173.8,2019.0,396.0,168.88,108.88
Xiaomi,Android,21.43,yes,no,12.0,17.0,64.0,4.0,4030.0,179.0,2019.0,406.0,261.96,130.87
Xiaomi,Android,15.72,yes,no,12.0,13.0,32.0,4.0,4000.0,186.0,2019.0,338.0,139.67,92.74
ZTE,Android,15.24,yes,no,14.5,8.0,32.0,4.0,4000.0,160.0,2019.0,386.0,89.41,59.23
ZTE,Android,16.67,yes,no,16.0,5.0,32.0,4.0,3200.0,165.0,2019.0,325.0,88.76,57.11
ZTE,Android,15.72,yes,no,14.5,16.0,64.0,4.0,3200.0,165.0,2019.0,347.0,160.88,103.34
ZTE,Android,22.930000000000003,yes,no,14.5,8.0,128.0,4.0,5000.0,190.0,2019.0,343.0,130.62,85.78
ZTE,Android,22.930000000000003,yes,no,25.0,16.0,128.0,4.0,5000.0,215.0,2019.0,336.0,523.51125,233.22875000000005
ZTE,Android,21.91,yes,no,14.5,8.0,128.0,4.0,4000.0,186.0,2019.0,330.0,523.51125,233.22875000000005
ZTE,Android,19.84,yes,no,13.0,8.0,16.0,4.0,2600.0,157.0,2019.0,474.0,80.13,40.21
ZTE,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,144.0,2019.0,349.0,61.62,40.18
ZTE,Android,12.7,no,no,8.0,5.0,16.0,4.0,2000.0,144.0,2019.0,385.0,60.5,40.94
ZTE,Android,22.930000000000003,yes,no,25.0,16.0,64.0,4.0,5000.0,215.0,2019.0,506.0,501.56,233.22875000000005
ZTE,Android,22.7,yes,no,14.5,17.0,128.0,4.0,4000.0,175.0,2019.0,333.0,470.11,233.22875000000005
ZTE,Android,19.84,yes,no,13.0,8.0,16.0,4.0,3200.0,135.0,2018.0,595.0,148.78,74.4
ZTE,Android,15.4,yes,no,16.0,5.0,32.0,4.0,3200.0,146.0,2019.0,420.0,82.45,41.1
Honor,Android,22.930000000000003,yes,no,13.0,5.0,64.0,4.0,3020.0,146.0,2020.0,138.0,109.45,86.99
Honor,Android,22.930000000000003,yes,yes,13.0,16.0,128.0,4.0,4300.0,213.0,2020.0,268.0,249.8,171.59
Honor,Android,22.930000000000003,yes,yes,13.0,8.0,128.0,4.0,4200.0,213.0,2020.0,195.0,359.3,233.22875000000005
Honor,Android,22.930000000000003,yes,yes,13.0,8.0,64.0,4.0,6675.0,240.0,2020.0,272.0,279.8,191.66
Honor,Android,15.72,yes,no,13.0,8.0,64.0,4.0,5000.0,185.0,2020.0,346.0,140.24,90.95
Honor,Android,21.43,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2020.0,362.0,160.2,104.37
Honor,Android,19.84,yes,no,8.0,5.0,32.0,4.0,3020.0,144.0,2020.0,355.0,90.66,59.13
Honor,Android,18.57,yes,no,13.0,8.0,64.0,4.0,3400.0,164.0,2020.0,202.0,181.79,137.66
Honor,Android,15.72,yes,no,13.0,16.0,128.0,4.0,4000.0,165.0,2020.0,310.0,199.88,131.71
Honor,Android,21.43,yes,no,13.0,8.0,128.0,4.0,4000.0,176.0,2020.0,141.0,158.77,118.84
Honor,Android,16.67,yes,no,13.0,8.0,64.0,4.0,3020.0,150.0,2020.0,228.0,108.82,79.15
Honor,Android,15.72,yes,no,13.0,8.0,64.0,4.0,5000.0,185.0,2020.0,213.0,119.33,87.13
Honor,Android,22.930000000000003,yes,yes,13.0,16.0,128.0,4.0,4100.0,206.0,2019.0,504.0,498.33,233.22875000000005
Honor,Others,8.73,no,no,13.0,16.0,4.0,4.0,455.0,80.0,2019.0,450.0,180.83,90.25
Honor,Android,15.72,yes,no,13.0,16.0,64.0,4.0,4000.0,171.5,2019.0,371.0,219.5,143.5
Honor,Android,22.930000000000003,yes,no,13.0,5.0,32.0,4.0,3020.0,146.0,2019.0,201.0,89.69,66.27
Honor,Android,21.43,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019.0,354.0,130.0,84.19
Honor,Android,19.37,yes,no,13.0,17.0,128.0,4.0,3750.0,172.0,2019.0,311.0,248.6,161.59
Honor,Android,22.930000000000003,yes,no,13.0,16.0,64.0,4.0,4000.0,206.0,2019.0,524.0,179.14,89.43
Honor,Android,22.930000000000003,yes,no,13.0,5.0,32.0,4.0,3020.0,146.0,2019.0,388.0,120.67,77.57
Honor,Android,22.930000000000003,yes,no,5.0,2.0,32.0,4.0,5100.0,173.0,2019.0,234.0,250.62,189.31
Honor,Android,20.32,yes,no,8.0,8.0,32.0,4.0,5100.0,173.0,2019.0,251.0,199.56,143.4
Others,Android,20.32,no,no,8.0,0.3,16.0,4.0,5680.0,240.0,2013.0,1048.0,241.81,72.5
HTC,Android,15.56,yes,no,13.0,16.0,32.0,4.0,3850.0,170.0,2019.0,194.0,178.69,137.64
HTC,Android,13.81,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2019.0,385.0,219.66,141.47
HTC,Android,15.56,yes,no,13.0,8.0,32.0,4.0,3300.0,160.0,2019.0,323.0,149.77,97.01
HTC,Android,15.24,yes,no,13.0,14.5,128.0,4.0,3930.0,180.0,2019.0,489.0,417.21,208.58
HTC,Android,15.56,yes,no,13.0,16.0,64.0,4.0,3850.0,170.0,2019.0,392.0,281.94,180.47
Huawei,Android,16.03,yes,yes,10.5,16.0,128.0,4.0,4000.0,192.0,2020.0,204.0,250.37,191.65
Huawei,Android,16.03,yes,yes,10.5,16.0,64.0,4.0,4000.0,182.0,2020.0,328.0,218.96,142.69
Huawei,Android,15.72,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020.0,134.0,262.05,194.45
Huawei,Android,15.72,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020.0,127.0,240.59,184.54
Huawei,Android,20.32,yes,no,5.0,2.0,16.0,4.0,5100.0,240.0,2020.0,240.0,100.43,76.49
Huawei,Android,16.03,yes,yes,10.5,16.0,128.0,4.0,4000.0,189.0,2020.0,102.0,319.39,233.22875000000005
Huawei,Android,22.930000000000003,yes,no,8.0,8.0,64.0,4.0,6675.0,240.0,2020.0,305.0,250.11,161.96
Huawei,Android,22.930000000000003,yes,yes,10.5,16.0,136.0,4.0,4200.0,226.0,2020.0,215.0,523.51125,233.22875000000005
Huawei,Android,21.43,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020.0,133.0,160.8,117.55
Huawei,Android,22.930000000000003,yes,yes,13.0,8.0,128.0,4.0,6675.0,240.0,2020.0,181.0,523.51125,233.22875000000005
Huawei,Android,21.43,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020.0,202.0,140.13,104.35
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4000.0,206.0,2019.0,433.0,291.2,145.61
Huawei,Android,15.88,yes,no,13.0,16.0,128.0,4.0,4200.0,183.0,2019.0,505.0,280.28,140.26
Huawei,Android,22.930000000000003,yes,no,13.0,8.0,128.0,4.0,6675.0,240.0,2019.0,406.0,450.26,225.16
Huawei,Android,19.37,yes,no,13.0,17.0,64.0,4.0,4000.0,178.0,2019.0,351.0,200.28,130.44
Huawei,Android,15.72,yes,no,13.0,16.0,64.0,4.0,4000.0,163.0,2019.0,364.0,199.27,129.8
Huawei,Android,21.43,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019.0,253.0,150.84,101.19
Huawei,Android,22.930000000000003,yes,yes,13.0,16.0,136.0,4.0,4500.0,198.0,2019.0,488.0,523.51125,233.22875000000005
Huawei,Android,22.930000000000003,yes,yes,13.0,16.0,128.0,4.0,4200.0,196.0,2019.0,269.0,523.51125,233.22875000000005
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4200.0,196.0,2019.0,207.0,523.51125,233.22875000000005
Huawei,Android,19.37,yes,no,13.0,17.0,128.0,4.0,4000.0,178.0,2019.0,223.0,289.12,218.61
Huawei,Android,22.930000000000003,yes,no,13.0,16.0,128.0,4.0,4000.0,163.5,2019.0,181.0,189.13,140.09
Huawei,Android,22.930000000000003,yes,no,13.0,8.0,64.0,4.0,6675.0,240.0,2019.0,518.0,298.56,149.19
Huawei,Android,20.96,yes,no,13.0,8.0,128.0,4.0,6100.0,240.0,2019.0,307.0,351.23,226.86
